tti;sch_eligible_ue_count;sch_active_ue_count;dl_rb_allocated_count;dl_rb_per_ue_avg;dl_bits_per_rb_avg;dl_capacity_bits_sum_tti;dl_transmitted_bits_sum_tti;dl_throughput_sum_kbps;dl_cqi_wb_avg_idx;dl_sinr_avg;buffer_size_sum_bytes;sch_total_time_us;pdcch_cce_total_count;pdcch_cce_allocated_count;sch_priority_calc_time_us;sch_priority_sort_time_us;dl_prb_utilization_pct;sch_priority_list_size;sch_pdcch_blocked_count;sch_avg_priority_value;sch_eligible_to_active_ratio;sch_priority_min;sch_priority_max;sch_priority_std;dl_throughput_kbps_min;dl_throughput_kbps_max;dl_throughput_kbps_avg;dl_throughput_kbps_std;dl_cqi_wb_idx_min;dl_cqi_wb_idx_max;dl_cqi_wb_idx_avg;dl_cqi_wb_idx_std;dl_sinr_min;dl_sinr_max;dl_sinr_std;dl_rb_utilization_pct;dl_rb_wasted_count;dl_rb_idle_count;dl_spectral_efficiency_bps_hz;dl_spectral_efficiency_avg_ue;dl_spectral_efficiency_peak;dl_throughput_cv_pct;dl_cqi_cv_pct;dl_sinr_cv_pct;dl_rb_allocation_cv_pct;dl_spectral_efficiency_cv_pct;dl_fairness_jain_index;dl_throughput_variance;dl_throughput_std
2699;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,84;783051;1044,0;25;14;12,3;22,2;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-9,49;15,68;10,98;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;16,08;7,48;62,87;0,7167;20848088000000,0;4565970,65
2700;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,83;783429;1023,9;25;14;11,7;21,0;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-9,57;15,59;11,02;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;15,28;7,48;68,96;0,6777;27706155555555,56;5263663,7
2701;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,88;782661;839,2;25;14;10,2;26,7;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-9,51;15,6;11,01;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;14,94;7,48;65,7;0,6985;26973190222222,22;5193572,01
2702;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,91;782351;923,5;25;14;12,4;22,0;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-9,48;15,64;11,01;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;14,91;7,48;62,87;0,7167;20848088000000,0;4565970,65
2703;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,92;782715;859,6;25;14;12,1;21,3;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-9,45;15,56;10,99;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;14,39;7,48;68,96;0,6777;27706155555555,56;5263663,7
2704;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,9;782495;806,1;25;14;11,7;20,3;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-9,52;15,53;11,01;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;14,17;7,48;65,7;0,6985;26973190222222,22;5193572,01
2705;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,9;783326;815,0;25;14;11,2;20,2;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-9,49;15,52;11,0;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;14,14;7,48;62,87;0,7167;20848088000000,0;4565970,65
2706;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,91;783067;856,2;25;14;12,8;22,3;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-9,56;15,6;11,06;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;14,29;7,48;68,96;0,6777;27706155555555,56;5263663,7
2707;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,89;782338;873,7;25;14;12,7;22,3;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-9,61;15,62;11,08;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;14,54;7,48;65,7;0,6985;26973190222222,22;5193572,01
2708;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,86;781897;928,9;25;14;12,8;22,2;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-9,7;15,64;11,12;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;14,73;7,48;62,87;0,7167;20848088000000,0;4565970,65
2709;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,83;783013;1199,1;25;14;14,9;24,6;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-9,69;15,61;11,1;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;14,88;7,48;68,96;0,6777;27706155555555,56;5263663,7
2710;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,91;782041;909,9;25;14;11,8;21,3;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-9,5;15,67;11,03;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;15,02;7,48;65,7;0,6985;26973190222222,22;5193572,01
2711;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,9;781686;840,3;25;14;12,5;21,7;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-9,63;15,72;11,11;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;15,06;7,48;62,87;0,7167;20848088000000,0;4565970,65
2712;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,87;782481;865,3;25;14;12,4;22,3;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-9,7;15,75;11,14;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;15,38;7,48;68,96;0,6777;27706155555555,56;5263663,7
2713;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,85;781819;1428,6;25;14;15,5;28,2;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-9,65;15,73;11,1;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;15,63;7,48;65,7;0,6985;26973190222222,22;5193572,01
2714;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,85;782312;874,1;25;14;12,5;22,2;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-9,68;15,69;11,11;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;15,17;7,48;62,87;0,7167;20848088000000,0;4565970,65
2715;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,78;782254;865,9;25;14;11,7;21,6;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-9,79;15,61;11,13;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;15,13;7,48;68,96;0,6777;27706155555555,56;5263663,7
2716;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,75;782908;1074,9;25;14;12,1;20,8;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-9,78;15,66;11,12;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;15,79;7,48;65,7;0,6985;26973190222222,22;5193572,01
2717;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,72;782409;1087,5;25;14;12,5;22,5;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-9,85;15,7;11,15;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;16,22;7,48;62,87;0,7167;20848088000000,0;4565970,65
2718;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,68;783038;961,4;25;14;21,6;21,8;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-9,9;15,66;11,17;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;16,21;7,48;68,96;0,6777;27706155555555,56;5263663,7
2719;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,73;782602;1132,7;25;14;11,8;21,4;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-9,85;15,65;11,15;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;15,8;7,48;65,7;0,6985;26973190222222,22;5193572,01
2720;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,72;782704;1296,8;25;14;12,4;22,2;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-9,9;15,61;11,17;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;15,45;7,48;62,87;0,7167;20848088000000,0;4565970,65
2721;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,68;783220;1215,7;25;14;11,8;21,5;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-9,96;15,6;11,19;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;15,57;7,48;68,96;0,6777;27706155555555,56;5263663,7
2722;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,71;782118;1246,5;25;14;13,3;23,8;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-9,91;15,62;11,18;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;15,58;7,48;65,7;0,6985;26973190222222,22;5193572,01
2723;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,69;782395;940,5;25;14;13,0;23,1;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-9,93;15,61;11,18;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;15,66;7,48;62,87;0,7167;20848088000000,0;4565970,65
2724;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,66;782923;958,2;25;14;11,9;21,5;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-9,9;15,55;11,13;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;15,76;7,48;68,96;0,6777;27706155555555,56;5263663,7
2725;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,67;781107;943,6;25;14;9,7;17,5;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-9,81;15,48;11,08;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;15,35;7,48;65,7;0,6985;26973190222222,22;5193572,01
2726;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,67;782931;906,8;25;14;12,5;22,5;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-9,83;15,48;11,09;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;15,26;7,48;62,87;0,7167;20848088000000,0;4565970,65
2727;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,69;783156;811,7;25;14;10,6;18,0;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-9,93;15,46;11,16;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;14,53;7,48;68,96;0,6777;27706155555555,56;5263663,7
2728;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,71;782400;834,5;25;14;13,2;20,5;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,03;15,48;11,24;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;13,99;7,48;65,7;0,6985;26973190222222,22;5193572,01
2729;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,66;783082;801,4;25;14;11,4;23,8;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,1;15,4;11,24;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;13,78;7,48;62,87;0,7167;20848088000000,0;4565970,65
2730;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,67;782791;1084,6;25;14;12,6;22,9;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,05;15,35;11,22;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;13,41;7,48;68,96;0,6777;27706155555555,56;5263663,7
2731;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,61;783012;1103,6;25;14;12,5;25,5;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,06;15,26;11,18;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;13,56;7,48;65,7;0,6985;26973190222222,22;5193572,01
2732;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,58;782731;1087,1;25;14;13,8;23,3;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,09;15,23;11,18;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;13,5;7,48;62,87;0,7167;20848088000000,0;4565970,65
2733;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,5;781605;899,6;25;14;12,3;22,3;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,24;15,19;11,23;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;13,63;7,48;68,96;0,6777;27706155555555,56;5263663,7
2734;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,52;782196;873,6;25;14;12,0;21,8;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,21;15,2;11,22;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;13,55;7,48;65,7;0,6985;26973190222222,22;5193572,01
2735;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,54;781717;1354,3;25;14;15,6;27,3;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,13;15,13;11,17;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;13,16;7,48;62,87;0,7167;20848088000000,0;4565970,65
2736;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,57;783013;1410,4;25;14;16,0;28,2;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,01;15,12;11,11;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;13,17;7,48;68,96;0,6777;27706155555555,56;5263663,7
2737;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,62;783006;783,1;25;14;11,1;19,7;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-9,88;15,19;11,06;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;13,6;7,48;65,7;0,6985;26973190222222,22;5193572,01
2738;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,62;783365;763,8;25;14;10,9;20,1;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-9,94;15,21;11,1;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;13,6;7,48;62,87;0,7167;20848088000000,0;4565970,65
2739;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,58;783065;1439,1;25;14;12,9;22,2;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-9,88;15,13;11,03;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;13,7;7,48;68,96;0,6777;27706155555555,56;5263663,7
2740;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,55;782827;871,2;25;14;14,2;25,2;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-9,97;15,17;11,08;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;14,0;7,48;65,7;0,6985;26973190222222,22;5193572,01
2741;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,53;782996;908,5;25;14;12,5;22,7;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,05;15,17;11,12;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;13,91;7,48;62,87;0,7167;20848088000000,0;4565970,65
2742;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,51;782492;865,6;25;14;12,6;23,1;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,13;15,23;11,17;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;14,22;7,48;68,96;0,6777;27706155555555,56;5263663,7
2743;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,52;783023;862,0;25;14;12,9;22,6;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,18;15,25;11,2;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;14,11;7,48;65,7;0,6985;26973190222222,22;5193572,01
2744;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,53;782903;959,2;25;14;11,8;21,6;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,11;15,27;11,17;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;14,34;7,48;62,87;0,7167;20848088000000,0;4565970,65
2745;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,57;783292;960,4;25;14;11,6;20,9;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,02;15,29;11,13;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;14,5;7,48;68,96;0,6777;27706155555555,56;5263663,7
2746;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,51;782681;966,0;25;14;13,6;23,4;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,06;15,15;11,11;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;14,04;7,48;65,7;0,6985;26973190222222,22;5193572,01
2747;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,53;783553;814,9;25;14;10,5;18,9;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,07;15,22;11,14;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;14,13;7,48;62,87;0,7167;20848088000000,0;4565970,65
2748;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,51;782892;973,4;25;14;12,6;24,9;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,12;15,21;11,16;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;14,16;7,48;68,96;0,6777;27706155555555,56;5263663,7
2749;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,49;782304;880,4;25;14;10,4;17,4;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,22;15,2;11,21;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;13,91;7,48;65,7;0,6985;26973190222222,22;5193572,01
2750;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,5;782228;840,8;25;14;10,3;17,3;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,15;15,08;11,16;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;13,19;7,48;62,87;0,7167;20848088000000,0;4565970,65
2751;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,51;782214;817,3;25;14;10,2;17,2;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,16;15,09;11,17;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;13,06;7,48;68,96;0,6777;27706155555555,56;5263663,7
2752;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,45;782819;1356,6;25;14;12,7;21,9;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,21;15,12;11,17;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;13,85;7,48;65,7;0,6985;26973190222222,22;5193572,01
2753;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,39;781745;853,5;25;14;11,4;21,0;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,21;15,07;11,13;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;14,33;7,48;62,87;0,7167;20848088000000,0;4565970,65
2754;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,41;781796;1060,0;25;14;9,0;15,8;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,15;15,04;11,11;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;13,99;7,48;68,96;0,6777;27706155555555,56;5263663,7
2755;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,51;782593;870,4;25;14;12,8;21,5;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,05;15,06;11,1;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;13,35;7,48;65,7;0,6985;26973190222222,22;5193572,01
2756;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,5;783382;857,2;25;14;10,4;18,0;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,09;15,12;11,13;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;13,72;7,48;62,87;0,7167;20848088000000,0;4565970,65
2757;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,55;783135;786,0;25;14;11,6;20,2;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-9,99;15,14;11,09;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;13,66;7,48;68,96;0,6777;27706155555555,56;5263663,7
2758;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,6;782600;1398,8;25;14;11,4;21,4;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-9,83;15,12;11,01;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;13,6;7,48;65,7;0,6985;26973190222222,22;5193572,01
2759;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,56;782763;907,4;25;14;10,6;19,1;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-9,91;15,12;11,04;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;13,71;7,48;62,87;0,7167;20848088000000,0;4565970,65
2760;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,55;782300;821,9;25;14;10,4;19,1;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-9,85;15,08;10,99;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;13,87;7,48;68,96;0,6777;27706155555555,56;5263663,7
2761;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,53;782544;959,0;25;14;10,4;19,2;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-9,8;15,05;10,95;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;14,07;7,48;65,7;0,6985;26973190222222,22;5193572,01
2762;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,45;783239;836,8;25;14;11,3;20,1;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-9,88;15,02;10,95;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;14,46;7,48;62,87;0,7167;20848088000000,0;4565970,65
2763;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,44;783035;943,9;25;14;11,3;20,2;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-9,84;14,95;10,91;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;14,25;7,48;68,96;0,6777;27706155555555,56;5263663,7
2764;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,43;782547;936,5;25;14;10,7;18,6;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-9,93;14,96;10,97;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;14,15;7,48;65,7;0,6985;26973190222222,22;5193572,01
2765;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,43;783354;756,9;25;14;11,0;18,7;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,06;14,96;11,05;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;13,58;7,48;62,87;0,7167;20848088000000,0;4565970,65
2766;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,36;783002;801,1;25;14;11,6;20,4;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,15;14,82;11,06;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;13,0;7,48;68,96;0,6777;27706155555555,56;5263663,7
2767;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,35;782992;760,2;25;14;11,0;20,1;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,12;14,8;11,03;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;13,13;7,48;65,7;0,6985;26973190222222,22;5193572,01
2768;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,37;782292;810,7;25;14;10,7;19,7;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,06;14,78;11,0;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;12,9;7,48;62,87;0,7167;20848088000000,0;4565970,65
2769;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,37;782647;820,2;25;14;11,6;20,5;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,14;14,73;11,05;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;12,16;7,48;68,96;0,6777;27706155555555,56;5263663,7
