tti;sch_eligible_ue_count;sch_active_ue_count;dl_rb_allocated_count;dl_rb_per_ue_avg;dl_bits_per_rb_avg;dl_capacity_bits_sum_tti;dl_transmitted_bits_sum_tti;dl_throughput_sum_kbps;dl_cqi_wb_avg_idx;dl_sinr_avg;buffer_size_sum_bytes;sch_total_time_us;pdcch_cce_total_count;pdcch_cce_allocated_count;sch_priority_calc_time_us;sch_priority_sort_time_us;dl_prb_utilization_pct;sch_priority_list_size;sch_pdcch_blocked_count;sch_avg_priority_value;sch_eligible_to_active_ratio;sch_priority_min;sch_priority_max;sch_priority_std;dl_throughput_kbps_min;dl_throughput_kbps_max;dl_throughput_kbps_avg;dl_throughput_kbps_std;dl_cqi_wb_idx_min;dl_cqi_wb_idx_max;dl_cqi_wb_idx_avg;dl_cqi_wb_idx_std;dl_sinr_min;dl_sinr_max;dl_sinr_std;dl_rb_utilization_pct;dl_rb_wasted_count;dl_rb_idle_count;dl_spectral_efficiency_bps_hz;dl_spectral_efficiency_avg_ue;dl_spectral_efficiency_peak;dl_throughput_cv_pct;dl_cqi_cv_pct;dl_sinr_cv_pct;dl_rb_allocation_cv_pct;dl_spectral_efficiency_cv_pct;dl_fairness_jain_index;dl_throughput_variance;dl_throughput_std
2770;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,38;782419;791,3;25;14;11,3;19,9;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,04;14,72;10,98;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;12,43;7,48;65,7;0,6985;26973190222222,22;5193572,01
2771;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,42;782923;778,9;25;14;11,2;19,6;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,04;14,72;11,01;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;11,91;7,48;62,87;0,7167;20848088000000,0;4565970,65
2772;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,48;782608;872,9;25;14;11,1;20,4;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-9,9;14,73;10,95;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;11,88;7,48;68,96;0,6777;27706155555555,56;5263663,7
2773;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,44;783030;776,2;25;14;11,3;19,5;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-9,93;14,65;10,94;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;11,59;7,48;65,7;0,6985;26973190222222,22;5193572,01
2774;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,44;782352;1014,9;25;14;12,7;68,4;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-9,96;14,63;10,96;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;11,34;7,48;62,87;0,7167;20848088000000,0;4565970,65
2775;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,46;782773;777,4;25;14;11,4;21,1;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-9,85;14,56;10,89;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;11,05;7,48;68,96;0,6777;27706155555555,56;5263663,7
2776;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,39;782421;743,7;25;14;11,1;19,8;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,0;14,54;10,95;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;11,1;7,48;65,7;0,6985;26973190222222,22;5193572,01
2777;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,38;782606;812,9;25;14;11,5;20,4;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,0;14,49;10,94;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;10,84;7,48;62,87;0,7167;20848088000000,0;4565970,65
2778;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,33;782070;771,0;25;14;10,9;19,3;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,16;14,51;11,02;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;10,96;7,48;68,96;0,6777;27706155555555,56;5263663,7
2779;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,31;782365;791,1;25;14;10,8;19,4;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,16;14,48;11,01;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;10,93;7,48;65,7;0,6985;26973190222222,22;5193572,01
2780;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,25;782900;768,8;25;14;10,9;19,4;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,27;14,51;11,04;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;11,55;7,48;62,87;0,7167;20848088000000,0;4565970,65
2781;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,17;783022;793,6;25;14;12,0;20,1;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,44;14,47;11,11;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;11,43;7,48;68,96;0,6777;27706155555555,56;5263663,7
2782;3;3;50;16,67;219,12;21912;21912;21912,0;6,67;5,07;782841;809,9;25;14;11,4;19,7;100,0;3;0;2,0;100,0;1;3;0,82;750,0;11118,0;7304,0;4655,07;1,0;10,0;7,0;4,0;-10,71;14,41;11,22;100,0;0;0;2,1912;0,7304;1,1118;63,73;60,42;11,17;7,48;63,73;0,7111;21669704000000,0;4655072,93
2783;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,01;783141;1169,1;25;14;10,8;19,5;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,81;14,47;11,26;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;12,03;7,48;62,87;0,7167;20848088000000,0;4565970,65
2784;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,01;783013;1290,3;25;14;16,7;28,3;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,8;14,48;11,25;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;12,12;7,48;68,96;0,6777;27706155555555,56;5263663,7
2785;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;4,97;782335;1318,1;25;14;11,8;19,8;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,87;14,51;11,28;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;12,51;7,48;65,7;0,6985;26973190222222,22;5193572,01
2786;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;4,98;783398;881,7;25;14;11,1;20,0;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,85;14,52;11,27;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;12,52;7,48;62,87;0,7167;20848088000000,0;4565970,65
2787;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;4,97;783123;819,4;25;14;11,2;19,9;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,9;14,52;11,3;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;12,46;7,48;68,96;0,6777;27706155555555,56;5263663,7
2788;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;4,98;782904;795,8;25;14;11,3;19,8;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,74;14,51;11,2;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;12,99;7,48;65,7;0,6985;26973190222222,22;5193572,01
2789;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;4,98;782024;1315,6;25;14;11,1;19,8;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,77;14,57;11,22;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;13,27;7,48;62,87;0,7167;20848088000000,0;4565970,65
2790;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,0;781329;1331,7;25;14;11,6;20,3;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,72;14,57;11,2;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;13,29;7,48;68,96;0,6777;27706155555555,56;5263663,7
2791;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;4,99;782662;1284,3;25;14;11,1;19,3;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,7;14,54;11,18;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;13,23;7,48;65,7;0,6985;26973190222222,22;5193572,01
2792;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;4,97;782903;935,2;25;14;12,3;21,1;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,75;14,55;11,2;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;13,4;7,48;62,87;0,7167;20848088000000,0;4565970,65
2793;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,01;782829;798,1;25;14;11,7;20,8;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,7;14,57;11,2;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;13,27;7,48;68,96;0,6777;27706155555555,56;5263663,7
2794;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,0;782981;774,2;25;14;11,0;19,9;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,71;14,56;11,19;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;13,28;7,48;65,7;0,6985;26973190222222,22;5193572,01
2795;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;4,97;783206;1284,5;25;14;23,6;31,5;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,74;14,6;11,2;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;13,86;7,48;62,87;0,7167;20848088000000,0;4565970,65
2796;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;4,96;782818;1491,6;25;14;15,7;27,3;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,7;14,53;11,16;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;13,68;7,48;68,96;0,6777;27706155555555,56;5263663,7
2797;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;4,97;783194;1158,5;25;14;36,2;33,1;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,78;14,53;11,22;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;13,11;7,48;65,7;0,6985;26973190222222,22;5193572,01
2798;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;4,96;782017;3565,8;25;14;17,6;43,4;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,77;14,47;11,2;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;12,92;7,48;62,87;0,7167;20848088000000,0;4565970,65
2799;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;4,99;783091;855,5;25;14;12,6;22,4;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,7;14,55;11,19;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;13,26;7,48;68,96;0,6777;27706155555555,56;5263663,7
2800;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,02;782080;807,8;25;14;11,6;21,5;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,51;14,52;11,08;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;13,5;7,48;65,7;0,6985;26973190222222,22;5193572,01
2801;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;5,06;782730;1388,4;25;14;12,7;22,7;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,43;14,47;11,04;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;13,04;7,48;62,87;0,7167;20848088000000,0;4565970,65
2802;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,03;782817;796,1;25;14;11,5;20,2;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,47;14,47;11,05;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;13,17;7,48;68,96;0,6777;27706155555555,56;5263663,7
2803;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;5,0;782858;793,5;25;14;11,5;20,4;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,55;14,51;11,09;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;13,53;7,48;65,7;0,6985;26973190222222,22;5193572,01
2804;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;4,96;783176;804,3;25;14;10,8;19,7;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,63;14,55;11,12;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;14,02;7,48;62,87;0,7167;20848088000000,0;4565970,65
2805;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;5,0;783042;879,1;25;14;11,8;19,9;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,38;14,57;10,99;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;14,82;7,48;68,96;0,6777;27706155555555,56;5263663,7
2806;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;4,93;782980;943,7;25;14;12,2;21,0;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,38;14,54;10,94;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;15,49;7,48;65,7;0,6985;26973190222222,22;5193572,01
2807;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;4,91;783362;883,5;25;14;12,3;21,4;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,39;14,52;10,94;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;15,53;7,48;62,87;0,7167;20848088000000,0;4565970,65
2808;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;4,85;783048;902,8;25;14;13,4;23,1;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,59;14,55;11,04;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;15,67;7,48;68,96;0,6777;27706155555555,56;5263663,7
2809;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;4,86;782506;1216,5;25;14;12,7;22,0;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,56;14,52;11,02;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;15,44;7,48;65,7;0,6985;26973190222222,22;5193572,01
2810;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;4,77;783376;1020,6;25;14;13,6;24,3;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,72;14,48;11,07;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;15,65;7,48;62,87;0,7167;20848088000000,0;4565970,65
2811;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;4,8;782573;897,6;25;14;12,8;22,4;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,65;14,5;11,04;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;15,77;7,48;68,96;0,6777;27706155555555,56;5263663,7
2812;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;4,86;783064;842,7;25;14;10,0;17,8;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,52;14,53;10,99;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;15,79;7,48;65,7;0,6985;26973190222222,22;5193572,01
2813;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;4,82;782346;865,6;25;14;12,1;20,8;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,6;14,56;11,03;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;16,14;7,48;62,87;0,7167;20848088000000,0;4565970,65
2814;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;4,8;783182;1148,3;25;14;12,3;21,9;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,72;14,59;11,1;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;16,13;7,48;68,96;0,6777;27706155555555,56;5263663,7
2815;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;4,77;783299;899,5;25;14;12,0;21,8;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,7;14,54;11,07;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;16,19;7,48;65,7;0,6985;26973190222222,22;5193572,01
2816;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;4,78;782813;886,6;25;14;11,8;21,1;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,72;14,54;11,08;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;16,02;7,48;62,87;0,7167;20848088000000,0;4565970,65
2817;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;4,85;782777;961,8;25;14;12,9;22,2;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,55;14,49;11,01;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;15,44;7,48;68,96;0,6777;27706155555555,56;5263663,7
2818;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;4,81;783067;837,4;25;14;10,5;18,3;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,65;14,49;11,05;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;15,49;7,48;65,7;0,6985;26973190222222,22;5193572,01
2819;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;4,81;783246;794,5;25;14;11,6;19,7;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,58;14,52;11,0;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;16,12;7,48;62,87;0,7167;20848088000000,0;4565970,65
2820;3;3;50;16,67;209,92;20992;20992;20992,0;6,67;4,75;783319;909,4;25;14;12,5;23,0;100,0;3;0;2,0;100,0;1;3;0,82;850,0;11772,0;6997,33;4563,31;1,0;10,0;7,0;4,0;-10,6;14,41;10,97;100,0;0;0;2,0992;0,6997;1,1772;65,21;60,42;15,92;7,48;65,21;0,7016;20823787555555,56;4563308,84
2821;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;4,72;782603;932,8;25;14;10,7;18,3;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,62;14,46;10,98;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;16,71;7,48;65,7;0,6985;26973190222222,22;5193572,01
2822;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;4,72;783119;932,1;25;14;9,9;17,6;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,57;14,48;10,95;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;17,18;7,48;62,87;0,7167;20848088000000,0;4565970,65
2823;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;4,76;780931;1019,0;25;14;10,2;16,5;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,49;14,55;10,92;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;17,49;7,48;68,96;0,6777;27706155555555,56;5263663,7
2824;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;4,76;781126;937,9;25;14;16,1;30,1;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,49;14,57;10,93;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;17,67;7,48;65,7;0,6985;26973190222222,22;5193572,01
2825;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;4,8;782430;1028,9;25;14;10,2;18,8;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,37;14,57;10,87;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;17,64;7,48;62,87;0,7167;20848088000000,0;4565970,65
2826;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;4,78;782377;850,9;25;14;11,9;21,1;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,45;14,53;10,91;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;17,16;7,48;68,96;0,6777;27706155555555,56;5263663,7
2827;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;4,69;783137;889,1;25;14;12,0;21,3;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,58;14,48;10,94;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;17,5;7,48;65,7;0,6985;26973190222222,22;5193572,01
2828;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;4,68;782804;811,9;25;14;11,7;21,5;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-10,53;14,53;10,91;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;18,21;7,48;65,05;0,7027;18969776888888,89;4355430,74
2829;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;4,69;783035;765,1;25;14;10,4;18,1;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-10,45;14,55;10,87;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;18,61;7,48;73,47;0,6494;27469488888888,89;5241134,31
2830;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;4,68;782945;884,7;25;14;13,0;22,7;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-10,44;14,56;10,86;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;18,95;7,48;68,62;0,6799;25125990222222,22;5012583,19
2831;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;4,81;783576;773,2;25;14;11,0;19,3;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-10,16;14,55;10,75;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;18,23;7,48;65,05;0,7027;18969776888888,89;4355430,74
2832;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;4,87;783241;1061,2;25;14;13,0;21,1;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-10,0;14,54;10,67;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;18,15;7,48;73,47;0,6494;27469488888888,89;5241134,31
2833;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;4,91;782994;964,0;25;14;13,0;22,5;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-9,93;14,51;10,64;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;17,66;7,48;68,62;0,6799;25125990222222,22;5012583,19
2834;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;4,9;782959;982,1;25;14;13,6;21,9;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-9,94;14,49;10,64;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;17,66;7,48;65,05;0,7027;18969776888888,89;4355430,74
2835;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;4,8;783293;921,7;25;14;13,2;23,0;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-10,26;14,52;10,8;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;17,72;7,48;73,47;0,6494;27469488888888,89;5241134,31
2836;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;4,84;782340;857,4;25;14;26,6;22,4;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,27;14,6;10,83;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;17,78;7,48;65,7;0,6985;26973190222222,22;5193572,01
2837;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;4,87;782600;833,0;25;14;11,3;18,2;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,28;14,63;10,86;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;17,63;7,48;62,87;0,7167;20848088000000,0;4565970,65
2838;3;3;50;16,67;229,0;22900;22900;22900,0;7,0;4,85;782508;818,4;25;14;10,1;17,5;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7633,33;5263,66;1,0;11,0;7,0;4,0;-10,26;14,59;10,83;100,0;0;0;2,29;0,7633;1,368;68,96;61,72;17,65;7,48;68,96;0,6777;27706155555555,56;5263663,7
2839;3;3;50;16,67;237,14;23714;23714;23714,0;7,0;4,89;783029;893,3;25;14;15,3;28,5;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7904,67;5193,57;1,0;11,0;7,0;4,0;-10,1;14,62;10,76;100,0;0;0;2,3714;0,7905;1,292;65,7;61,72;17,96;7,48;65,7;0,6985;26973190222222,22;5193572,01
2840;3;3;50;16,67;217,86;21786;21786;21786,0;7,0;4,89;782792;1051,0;25;14;12,4;21,9;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;7262,0;4565,97;1,0;11,0;7,0;4,0;-10,17;14,65;10,81;100,0;0;0;2,1786;0,7262;1,14;62,87;61,72;17,91;7,48;62,87;0,7167;20848088000000,0;4565970,65
