TTI,UE_ID,Num_RBs,RBs,Num_CCE,Tx_Bits,Buffer_Size,Wideband CQI,Subband CQI,SINR
2321,1,12,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20]",1,11352,0,14,"[13, 14, 15, 15, 15, 13, 15, 15, 12, 15, 15, 12, 10, 13, 14, 14, 14]",21.9584
2321,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,544,4,"[1, 4, 6, 4, 1, 1, 4, 4, 4, 5, 3, 2, 4, 6, 6, 5, 2]",-0.2348
2321,3,0,0,0,0,0,12,"[12, 10, 12, 13, 13, 13, 14, 13, 14, 14, 14, 12, 13, 12, 10, 11, 9]",18.5729
2322,1,12,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23]",1,10800,0,14,"[13, 14, 15, 15, 15, 13, 15, 15, 12, 15, 15, 12, 10, 13, 14, 14, 13]",21.8651
2322,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,12912,3,"[1, 4, 5, 4, 1, 1, 4, 4, 4, 4, 3, 2, 3, 6, 6, 4, 2]",-1.5427
2322,3,0,0,0,0,0,12,"[12, 10, 12, 13, 13, 13, 14, 13, 14, 14, 14, 12, 13, 12, 10, 11, 9]",18.4616
2323,1,12,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32]",1,10936,0,14,"[13, 13, 15, 15, 15, 12, 15, 15, 12, 15, 15, 13, 10, 13, 14, 14, 13]",21.7871
2323,2,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",8,5040,7872,3,"[1, 3, 5, 4, 1, 1, 3, 4, 4, 4, 3, 1, 2, 5, 6, 4, 2]",-1.9528
2323,3,12,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29]",2,11400,0,12,"[12, 10, 12, 13, 13, 13, 14, 13, 14, 14, 14, 12, 13, 12, 10, 11, 9]",18.4399
2324,1,3,"[3, 4, 5]",1,2440,0,14,"[13, 13, 15, 15, 15, 12, 15, 15, 13, 15, 15, 13, 10, 13, 15, 14, 12]",21.7731
2324,2,24,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44]",8,7872,0,3,"[1, 3, 4, 4, 2, 1, 2, 3, 4, 3, 3, 1, 1, 5, 5, 4, 2]",-2.4106
2324,3,0,0,0,0,0,12,"[12, 10, 12, 13, 13, 13, 14, 13, 14, 14, 14, 12, 13, 12, 10, 11, 9]",18.1862
2325,1,9,"[0, 1, 2, 6, 7, 8, 12, 13, 14]",1,8448,0,14,"[13, 13, 15, 15, 15, 12, 15, 15, 13, 15, 15, 13, 9, 13, 15, 14, 12]",21.5983
2325,2,0,0,0,0,0,2,"[1, 2, 3, 4, 3, 2, 1, 1, 3, 3, 3, 1, 1, 4, 5, 4, 3]",-3.299
2325,3,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",2,24192,6880,12,"[11, 9, 12, 13, 13, 13, 14, 13, 14, 14, 14, 12, 13, 12, 10, 11, 9]",18.0723
2326,1,12,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29]",1,10440,0,14,"[12, 13, 14, 15, 14, 12, 15, 15, 13, 15, 15, 13, 8, 13, 15, 14, 11]",21.3871
2326,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5456,0,2,"[2, 2, 2, 4, 3, 3, 1, 1, 1, 2, 3, 1, 1, 2, 4, 3, 3]",-4.329
2326,3,12,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35]",2,12024,0,12,"[11, 9, 12, 13, 13, 13, 14, 13, 13, 14, 14, 12, 13, 12, 10, 11, 9]",17.8271
2327,1,0,0,0,0,0,14,"[12, 12, 14, 15, 14, 12, 15, 15, 13, 15, 15, 14, 8, 13, 15, 14, 11]",21.1822
2327,2,6,"[0, 1, 2, 6, 7, 8]",8,1880,0,2,"[3, 3, 2, 3, 3, 4, 2, 1, 1, 2, 3, 2, 1, 1, 2, 3, 4]",-4.1935
2327,3,9,"[3, 4, 5, 9, 10, 11, 15, 16, 17]",2,8424,0,12,"[11, 9, 12, 13, 12, 13, 14, 13, 13, 14, 14, 12, 12, 12, 10, 10, 9]",17.5695
2328,1,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",1,18888,0,14,"[12, 12, 14, 15, 14, 12, 15, 15, 13, 15, 15, 14, 9, 13, 15, 15, 10]",21.2213
2328,2,0,0,0,0,0,2,"[4, 4, 2, 2, 3, 5, 4, 3, 1, 2, 4, 3, 2, 1, 1, 3, 5]",-2.7832
2328,3,0,0,0,0,0,12,"[10, 8, 11, 13, 12, 13, 14, 13, 13, 14, 13, 12, 12, 11, 10, 10, 9]",17.295
2329,1,9,"[0, 1, 2, 9, 10, 11, 18, 19, 20]",1,7760,0,14,"[11, 12, 14, 15, 14, 12, 15, 15, 14, 15, 15, 14, 10, 13, 15, 15, 10]",21.1914
2329,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5712,2656,3,"[4, 5, 3, 1, 3, 5, 5, 5, 1, 2, 4, 4, 4, 2, 1, 4, 5]",-0.7804
2329,3,6,"[6, 7, 8, 15, 16, 17]",2,3224,0,12,"[10, 8, 11, 12, 12, 13, 14, 13, 13, 13, 13, 12, 12, 11, 10, 10, 9]",16.9815
2330,1,0,0,0,0,0,14,"[11, 12, 14, 15, 14, 12, 15, 15, 14, 15, 15, 14, 10, 13, 15, 15, 9]",21.0995
2330,2,9,"[0, 1, 2, 6, 7, 8, 12, 13, 14]",8,2656,0,4,"[4, 5, 4, 1, 3, 5, 6, 6, 3, 3, 5, 5, 5, 4, 2, 4, 6]",0.5301
2330,3,3,"[3, 4, 5]",2,1848,0,12,"[9, 8, 11, 12, 12, 13, 14, 13, 13, 13, 13, 12, 12, 11, 9, 10, 9]",16.6242
2331,1,15,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38]",1,14568,0,14,"[10, 12, 14, 15, 13, 12, 15, 15, 14, 15, 15, 14, 11, 13, 15, 15, 8]",21.0519
2331,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5712,13752,5,"[5, 6, 5, 1, 2, 6, 6, 7, 4, 3, 5, 6, 5, 5, 3, 4, 5]",1.748
2331,3,12,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35]",2,9672,0,11,"[9, 8, 11, 12, 12, 13, 14, 13, 13, 13, 13, 12, 12, 11, 9, 10, 9]",16.3161
2332,1,0,0,0,0,0,14,"[10, 11, 13, 15, 13, 12, 15, 15, 14, 15, 15, 14, 11, 13, 15, 15, 7]",21.0118
2332,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,5688,5,"[5, 6, 5, 2, 2, 6, 7, 7, 5, 4, 6, 6, 5, 5, 3, 4, 5]",2.4052
2332,3,6,"[0, 1, 2, 6, 7, 8]",2,3744,0,11,"[9, 7, 11, 12, 12, 13, 14, 13, 13, 13, 13, 12, 12, 11, 9, 10, 9]",16.0116
2333,1,12,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20]",1,9784,0,14,"[10, 11, 13, 15, 13, 12, 15, 15, 14, 15, 15, 14, 11, 13, 15, 15, 7]",20.9644
2333,2,18,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35]",8,5688,0,5,"[4, 6, 5, 3, 2, 6, 7, 8, 5, 4, 6, 6, 5, 6, 4, 4, 5]",2.7793
2333,3,0,0,0,0,0,11,"[8, 7, 11, 11, 12, 13, 14, 13, 13, 13, 13, 12, 11, 11, 8, 9, 9]",15.5861
2334,1,9,"[3, 4, 5, 9, 10, 11, 15, 16, 17]",1,7672,0,14,"[9, 12, 13, 14, 13, 12, 15, 15, 14, 15, 15, 14, 12, 13, 15, 15, 8]",20.9501
2334,2,12,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20]",8,3816,0,5,"[4, 5, 5, 4, 2, 5, 7, 8, 5, 5, 6, 6, 5, 5, 3, 3, 4]",2.5232
2334,3,0,0,0,0,0,11,"[8, 6, 10, 11, 11, 13, 14, 12, 13, 13, 13, 12, 11, 11, 8, 9, 9]",15.1953
2335,1,0,0,0,0,0,14,"[9, 12, 13, 14, 12, 12, 15, 15, 14, 15, 15, 15, 12, 13, 15, 15, 9]",20.9899
2335,2,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",8,8040,0,5,"[4, 5, 5, 5, 3, 5, 7, 7, 5, 5, 6, 6, 5, 5, 3, 2, 2]",2.0989
2335,3,0,0,0,0,0,11,"[7, 6, 10, 11, 11, 13, 13, 12, 12, 13, 13, 12, 11, 10, 7, 9, 9]",14.7329
2336,1,3,"[0, 1, 2]",1,2072,0,14,"[8, 12, 13, 14, 12, 12, 15, 15, 14, 15, 15, 15, 12, 13, 15, 15, 10]",21.0076
2336,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,2264,4,"[4, 4, 5, 5, 3, 5, 7, 7, 4, 5, 5, 6, 4, 4, 2, 1, 1]",1.0964
2336,3,0,0,0,0,0,10,"[7, 6, 10, 11, 11, 13, 13, 12, 12, 13, 12, 11, 10, 10, 7, 9, 10]",14.2343
2337,1,0,0,0,0,0,14,"[8, 12, 13, 14, 12, 12, 15, 15, 14, 15, 15, 15, 12, 13, 15, 15, 11]",21.0836
2337,2,27,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",8,8504,0,4,"[4, 3, 4, 5, 3, 5, 6, 6, 4, 5, 5, 5, 3, 3, 1, 1, 1]",-0.1685
2337,3,0,0,0,0,0,10,"[6, 5, 10, 10, 11, 13, 13, 12, 12, 13, 12, 11, 10, 10, 7, 9, 10]",13.9178
2338,1,3,"[3, 4, 5]",1,1576,0,14,"[8, 13, 13, 14, 11, 12, 15, 15, 14, 15, 15, 15, 13, 13, 15, 15, 11]",21.1291
2338,2,0,0,0,0,0,3,"[3, 1, 4, 5, 3, 4, 5, 5, 3, 5, 4, 4, 2, 2, 1, 1, 3]",-1.5033
2338,3,24,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44]",2,21712,0,10,"[6, 5, 9, 10, 11, 13, 13, 12, 12, 12, 12, 11, 10, 10, 7, 9, 10]",13.7334
2339,1,18,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32]",1,17976,0,14,"[8, 13, 13, 14, 11, 12, 15, 15, 14, 15, 15, 15, 13, 13, 15, 15, 12]",21.2334
2339,2,15,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29]",8,4544,0,3,"[3, 1, 3, 5, 4, 4, 4, 4, 3, 4, 3, 2, 2, 2, 2, 1, 4]",-2.3681
2339,3,0,0,0,0,0,10,"[6, 5, 9, 10, 11, 12, 13, 12, 12, 12, 12, 11, 9, 9, 8, 10, 10]",13.4569
2340,1,6,"[3, 4, 5, 9, 10, 11]",1,5384,0,14,"[8, 13, 13, 14, 10, 12, 15, 15, 14, 15, 15, 15, 13, 13, 15, 15, 12]",21.2846
2340,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,3024,2,"[3, 1, 3, 5, 4, 3, 2, 2, 2, 3, 1, 1, 2, 2, 2, 1, 4]",-3.2376
2340,3,0,0,0,0,0,10,"[7, 5, 9, 9, 11, 12, 13, 11, 11, 12, 12, 11, 8, 9, 8, 10, 11]",13.0867
2341,1,21,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38]",1,19736,0,14,"[9, 13, 13, 14, 9, 13, 15, 15, 15, 15, 15, 15, 13, 14, 15, 15, 13]",21.3239
2341,2,9,"[3, 4, 5, 9, 10, 11, 15, 16, 17]",8,3024,0,2,"[2, 2, 3, 5, 4, 2, 1, 1, 2, 2, 1, 1, 3, 2, 1, 1, 5]",-4.6561
2341,3,0,0,0,0,0,10,"[7, 5, 9, 8, 10, 12, 12, 11, 11, 12, 12, 11, 8, 9, 8, 10, 11]",12.685
2342,1,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",1,16904,0,14,"[9, 14, 13, 13, 9, 13, 15, 15, 15, 15, 15, 15, 13, 14, 15, 15, 13]",21.3886
2342,2,6,"[6, 7, 8, 15, 16, 17]",8,1920,0,1,"[2, 3, 3, 4, 4, 2, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 4]",-5.4713
2342,3,9,"[0, 1, 2, 9, 10, 11, 18, 19, 20]",2,6288,0,10,"[7, 4, 9, 8, 10, 12, 12, 11, 11, 11, 11, 11, 7, 9, 8, 10, 11]",12.3462
2343,1,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",1,15120,5232,14,"[9, 14, 13, 13, 8, 13, 15, 15, 15, 15, 15, 15, 13, 14, 15, 15, 13]",21.4471
2343,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,17832,2,"[2, 4, 3, 3, 4, 2, 2, 1, 2, 2, 1, 2, 3, 1, 1, 1, 4]",-4.316
2343,3,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",4,11424,4024,9,"[8, 4, 9, 7, 10, 12, 12, 11, 10, 11, 11, 10, 6, 9, 8, 10, 11]",11.8285
2344,1,6,"[0, 1, 2, 9, 10, 11]",1,5232,0,14,"[10, 14, 13, 13, 8, 13, 14, 15, 15, 15, 15, 15, 13, 14, 15, 15, 14]",21.4942
2344,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5712,12120,2,"[2, 4, 2, 2, 3, 2, 3, 1, 1, 3, 2, 4, 3, 1, 1, 2, 3]",-3.5245
2344,3,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",4,10080,9000,9,"[8, 5, 9, 5, 10, 12, 12, 10, 10, 11, 11, 10, 4, 8, 7, 11, 11]",11.2573
2345,1,0,0,0,0,0,14,"[10, 14, 13, 13, 8, 13, 14, 15, 15, 15, 15, 14, 14, 14, 15, 15, 14]",21.5978
2345,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,15000,3,"[2, 4, 2, 1, 4, 3, 4, 1, 1, 4, 4, 4, 3, 1, 2, 3, 3]",-2.3944
2345,3,18,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35]",4,12056,0,9,"[8, 6, 9, 6, 10, 11, 12, 10, 10, 10, 10, 10, 6, 8, 7, 11, 11]",11.4812
2346,1,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",1,16280,0,14,"[10, 15, 13, 13, 7, 13, 14, 15, 15, 15, 15, 14, 14, 14, 15, 15, 14]",21.5972
2346,2,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",8,5040,9960,3,"[2, 3, 1, 1, 4, 4, 4, 2, 1, 4, 5, 5, 3, 3, 4, 4, 4]",-1.38
2346,3,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",4,11624,0,9,"[9, 6, 9, 7, 9, 11, 11, 10, 9, 10, 10, 10, 6, 8, 7, 11, 11]",11.5055
2347,1,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",1,15120,5248,14,"[10, 15, 13, 13, 5, 13, 14, 15, 14, 15, 15, 14, 14, 14, 15, 15, 14]",21.4131
2347,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,9688,4,"[3, 3, 1, 2, 4, 4, 4, 3, 2, 5, 5, 5, 4, 4, 5, 5, 5]",-0.0096
2347,3,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",4,11424,4376,9,"[9, 7, 10, 7, 9, 11, 11, 10, 9, 10, 10, 10, 7, 8, 7, 11, 12]",11.4105
2348,1,6,"[0, 1, 2, 9, 10, 11]",1,5248,0,14,"[10, 15, 14, 13, 8, 14, 14, 15, 14, 15, 15, 14, 14, 14, 15, 15, 14]",21.9225
2348,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5712,12776,4,"[3, 1, 1, 3, 4, 4, 4, 3, 3, 5, 6, 6, 5, 5, 6, 5, 6]",0.5983
2348,3,9,"[6, 7, 8, 15, 16, 17, 24, 25, 26]",4,4376,0,9,"[9, 7, 10, 8, 9, 11, 11, 9, 8, 9, 9, 10, 7, 8, 7, 11, 12]",11.311
2349,1,6,"[3, 4, 5, 12, 13, 14]",1,5824,0,14,"[11, 15, 14, 13, 10, 14, 15, 15, 14, 15, 15, 14, 14, 14, 15, 15, 15]",22.2203
2349,2,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",8,5040,25232,4,"[3, 1, 1, 4, 4, 4, 3, 4, 4, 5, 6, 6, 5, 6, 6, 5, 6]",0.8123
2349,3,6,"[0, 1, 2, 9, 10, 11]",4,2480,0,9,"[9, 8, 10, 8, 9, 11, 10, 9, 8, 9, 9, 10, 7, 8, 6, 11, 12]",11.3528
2350,1,12,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35]",1,10384,0,14,"[11, 15, 14, 14, 11, 14, 15, 15, 14, 15, 15, 14, 14, 14, 15, 15, 15]",22.4528
2350,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,22952,4,"[2, 1, 1, 4, 4, 3, 3, 4, 4, 5, 6, 5, 5, 6, 6, 5, 6]",0.1011
2350,3,6,"[3, 4, 5, 12, 13, 14]",4,3096,0,9,"[10, 9, 11, 8, 9, 10, 10, 9, 8, 8, 9, 10, 8, 8, 6, 12, 12]",11.2341
2351,1,9,"[0, 1, 2, 9, 10, 11, 18, 19, 20]",1,8568,0,14,"[11, 15, 14, 14, 11, 14, 15, 14, 14, 15, 15, 14, 14, 14, 15, 15, 15]",22.5876
2351,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5712,30144,3,"[1, 1, 1, 4, 3, 2, 1, 4, 4, 5, 5, 5, 5, 6, 6, 5, 6]",-1.3221
2351,3,3,"[6, 7, 8]",4,1728,0,9,"[10, 9, 11, 8, 9, 10, 10, 9, 7, 7, 8, 10, 8, 8, 6, 12, 12]",11.1331
2352,1,21,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41]",1,19072,0,14,"[11, 15, 14, 14, 12, 14, 15, 14, 14, 15, 15, 14, 14, 14, 15, 15, 15]",22.6626
2352,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,21408,3,"[1, 1, 1, 4, 3, 1, 1, 3, 3, 4, 4, 4, 5, 5, 5, 4, 6]",-2.5557
2352,3,0,0,0,0,0,9,"[10, 9, 11, 8, 8, 10, 9, 9, 7, 6, 8, 10, 8, 8, 5, 12, 12]",10.9475
2353,1,12,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29]",1,10664,0,14,"[12, 15, 15, 14, 12, 14, 15, 14, 14, 15, 15, 13, 14, 14, 15, 15, 15]",22.7478
2353,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5712,15696,1,"[1, 1, 1, 3, 2, 1, 1, 2, 2, 3, 3, 2, 4, 4, 4, 3, 5]",-5.0087
2353,3,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",4,10080,256,9,"[10, 10, 12, 8, 8, 10, 9, 8, 7, 5, 7, 10, 8, 8, 5, 12, 12]",10.707
2354,1,6,"[3, 4, 5, 12, 13, 14]",1,4520,0,14,"[12, 15, 15, 14, 13, 14, 15, 14, 14, 15, 15, 13, 14, 13, 15, 15, 15]",22.8198
2354,2,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",8,5040,10656,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 2, 1, 3]",-7.4206
2354,3,3,"[0, 1, 2]",4,1616,0,9,"[10, 10, 12, 8, 9, 10, 9, 8, 7, 5, 7, 10, 9, 8, 5, 12, 12]",10.767
2355,1,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",1,15120,5456,14,"[12, 15, 15, 15, 13, 15, 15, 14, 14, 15, 15, 13, 14, 13, 15, 15, 15]",22.9173
2355,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,6896,1,"[2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",-10.8279
2355,3,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",4,11016,0,9,"[11, 10, 12, 9, 9, 10, 9, 8, 7, 6, 6, 10, 9, 8, 4, 12, 11]",10.9732
2356,1,21,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41]",1,18392,0,14,"[12, 15, 15, 15, 14, 15, 15, 14, 14, 15, 15, 13, 14, 13, 15, 15, 15]",22.9036
2356,2,21,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38]",8,6896,0,1,"[3, 1, 2, 1, 4, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",-6.7829
2356,3,0,0,0,0,0,9,"[11, 11, 13, 9, 9, 10, 9, 9, 7, 6, 6, 10, 9, 8, 4, 12, 11]",11.1421
2357,1,9,"[0, 1, 2, 6, 7, 8, 12, 13, 14]",1,8640,0,14,"[13, 15, 15, 15, 14, 15, 15, 13, 13, 15, 15, 12, 14, 13, 15, 15, 15]",22.8924
2357,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,2856,3,"[3, 1, 3, 3, 5, 3, 2, 3, 3, 1, 2, 3, 3, 1, 4, 2, 3]",-2.5778
2357,3,0,0,0,0,0,9,"[11, 11, 13, 10, 9, 10, 9, 9, 8, 7, 6, 10, 9, 8, 3, 12, 11]",11.4088
2358,1,9,"[6, 7, 8, 15, 16, 17, 24, 25, 26]",1,6736,0,14,"[13, 15, 15, 15, 14, 15, 15, 13, 13, 15, 15, 12, 14, 13, 15, 15, 15]",22.9278
2358,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,11992,4,"[3, 1, 4, 5, 5, 4, 3, 4, 4, 1, 4, 4, 4, 3, 5, 3, 4]",-0.46
2358,3,12,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32]",4,7848,0,9,"[11, 11, 13, 10, 9, 11, 10, 9, 8, 7, 6, 10, 9, 8, 3, 12, 11]",11.6023
2359,1,0,0,0,0,0,14,"[13, 15, 15, 15, 14, 15, 15, 13, 13, 15, 15, 12, 14, 13, 15, 15, 15]",22.9413
2359,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,35016,4,"[3, 1, 4, 5, 6, 4, 3, 5, 5, 1, 4, 4, 4, 4, 6, 4, 5]",0.5871
2359,3,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",4,16128,3376,9,"[11, 11, 13, 10, 10, 11, 10, 9, 8, 7, 6, 10, 9, 7, 4, 12, 11]",12.0154
2360,1,6,"[6, 7, 8, 15, 16, 17]",1,5048,0,14,"[13, 15, 15, 15, 15, 15, 15, 13, 13, 15, 15, 11, 14, 13, 15, 15, 15]",22.9267
2360,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,32320,4,"[3, 1, 5, 6, 6, 3, 3, 6, 5, 1, 4, 4, 5, 5, 6, 4, 5]",0.951
2360,3,6,"[3, 4, 5, 12, 13, 14]",2,5600,0,10,"[11, 12, 13, 10, 10, 11, 10, 9, 9, 8, 6, 10, 9, 7, 5, 12, 11]",12.4022
2361,1,6,"[0, 1, 2, 9, 10, 11]",1,4048,0,14,"[13, 15, 15, 15, 15, 15, 15, 13, 12, 15, 15, 11, 14, 13, 14, 15, 15]",22.9176
2361,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5712,39696,4,"[2, 1, 5, 6, 6, 2, 3, 6, 5, 1, 4, 4, 5, 5, 6, 3, 5]",0.2774
2361,3,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",2,12792,0,10,"[11, 12, 13, 11, 10, 11, 11, 10, 9, 8, 6, 10, 9, 7, 5, 12, 10]",12.6903
2362,1,0,0,0,0,0,14,"[14, 15, 15, 15, 15, 15, 15, 13, 12, 15, 15, 11, 14, 12, 14, 15, 15]",22.8116
2362,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,30960,3,"[1, 1, 4, 5, 5, 1, 3, 6, 4, 1, 3, 3, 4, 5, 6, 2, 4]",-1.0359
2362,3,12,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23]",2,11160,0,10,"[11, 12, 14, 11, 10, 12, 11, 10, 9, 9, 6, 10, 9, 7, 5, 12, 10]",12.9525
